,avg,store
0,53.808163371458214,1.0
1,53.77963831205248,2.0
2,53.83421634943458,8.0
3,53.819320962616146,13.0
4,53.811194210308415,14.0
5,53.8501132238612,20.0
6,53.827426185972314,22.0
7,53.80491940359844,25.0
8,53.794977972922496,26.0
9,53.781156743384635,28.0
10,53.83215548953422,34.0
11,53.76297040283113,38.0
12,53.791621732001914,44.0
13,53.832581090816724,46.0
14,53.79579363384319,50.0
15,53.82076257755838,56.0
16,53.67754695751159,58.0
17,53.8100121664782,61.0
18,53.77460416237153,64.0
19,53.850020109765296,74.0
20,53.807264515035826,76.0
21,53.83561091199384,80.0
22,53.80453684785486,82.0
23,53.795543444923894,85.0
24,53.81147601014347,86.0
25,53.8200416172038,88.0
26,53.78890930843438,91.0
27,53.796547091109154,92.0
28,53.83225477067537,94.0
29,53.79030997544243,97.0
30,53.76657254718021,104.0
31,53.77123479899115,118.0
32,53.79698659857231,122.0
33,53.81569686877343,128.0
34,53.77836821909785,134.0
35,53.80943708965157,136.0
36,53.83429828892761,139.0
37,53.793583745856864,146.0
38,53.82562433589258,148.0
39,53.8030078548045,151.0
40,53.82488925333688,154.0
41,53.83564301316815,157.0
42,53.805919397029704,160.0
43,53.82638693805313,163.0
44,53.86412069929167,164.0
45,53.80807110217397,170.0
46,53.86793131049386,187.0
47,53.788559595052945,188.0
48,53.77674279797159,193.0
49,53.8202665383023,194.0
50,53.80002240704232,199.0
51,53.82934962577822,205.0
52,53.82884014506508,206.0
53,53.77262603694218,208.0
54,53.81097519739363,211.0
55,53.78127255244618,214.0
56,53.841506512215055,224.0
57,53.76779548632951,226.0
58,53.80784480927401,229.0
59,53.78607915820079,232.0
60,53.82430993129539,235.0
61,53.827905963285325,236.0
62,53.79507133383297,242.0
63,53.80240146224191,244.0
64,53.78791521828284,248.0
65,53.850535719031,250.0
66,53.8048293889662,253.0
67,53.85562913546518,259.0
68,53.800815423449535,260.0
69,53.81225688889791,262.0
70,53.808640158948606,265.0
71,53.738966169185964,266.0
72,53.79218400956287,278.0
73,53.82149232682425,280.0
74,53.80812918101565,283.0
75,53.796267696548455,295.0
76,53.77720188873429,301.0
77,53.80052353139438,304.0
78,53.828824517577566,310.0
79,53.77270573929726,316.0
80,53.82467740019919,319.0
81,53.85128467300429,320.0
82,53.841035397192364,325.0
83,53.807168450574935,328.0
84,53.7979295066701,331.0
85,53.82239871124927,332.0
86,53.831998183561424,340.0
87,53.81577061880839,343.0
88,53.83978345167987,344.0
89,53.757117625367044,346.0
90,53.8082725470174,350.0
91,53.82502265231035,352.0
92,53.834816126814424,355.0
93,53.81011098770273,356.0
94,53.79586294298249,358.0
