,avg,store
0,53.80688500018766,1.0
1,53.779152879811306,2.0
2,53.833589207550936,8.0
3,53.81837527348422,13.0
4,53.81214554250408,14.0
5,53.84954134446427,20.0
6,53.82785723109186,22.0
7,53.80392464178664,25.0
8,53.795404341775594,26.0
9,53.781235954973084,28.0
10,53.833628454811794,34.0
11,53.76252240568126,38.0
12,53.78984073609021,44.0
13,53.83228759916903,46.0
14,53.795528214264934,50.0
15,53.82176666560668,56.0
16,53.67259901362714,58.0
17,53.81019274752471,61.0
18,53.77100002606128,64.0
19,53.84969448665282,74.0
20,53.80775851624643,76.0
21,53.83791166190463,80.0
22,53.80250929377234,82.0
23,53.79409741734074,85.0
24,53.811776409319776,86.0
25,53.82052250557447,88.0
26,53.787708330945776,91.0
27,53.79662699978405,92.0
28,53.83326528253571,94.0
29,53.78946252336952,97.0
30,53.76586417362944,104.0
31,53.77099099211941,118.0
32,53.79702284397563,122.0
33,53.81473833758631,128.0
34,53.77862287200836,134.0
35,53.808733156125534,136.0
36,53.835459219795254,139.0
37,53.7933886286905,146.0
38,53.82798048756762,148.0
39,53.801901715652164,151.0
40,53.823485958665536,154.0
41,53.8353738194267,157.0
42,53.80670311459624,160.0
43,53.825559782497535,163.0
44,53.865988957344506,164.0
45,53.80717744739837,170.0
46,53.86947489788292,187.0
47,53.78827848971347,188.0
48,53.7766857501759,193.0
49,53.82035572186878,194.0
50,53.80057979406122,199.0
51,53.827913711467346,205.0
52,53.82503326170133,206.0
53,53.77309588147479,208.0
54,53.81057700716205,211.0
55,53.78163213771853,214.0
56,53.84045969309381,224.0
57,53.76881934494663,226.0
58,53.80900900258929,229.0
59,53.78657562730113,232.0
60,53.821647364632966,235.0
61,53.827106404529985,236.0
62,53.79620635754197,242.0
63,53.80309523967229,244.0
64,53.789054868505836,248.0
65,53.84687828892514,250.0
66,53.80514719230011,253.0
67,53.854272680775196,259.0
68,53.80028981963296,260.0
69,53.812669903386805,262.0
70,53.80708426518672,265.0
71,53.73932982952631,266.0
72,53.79145130642059,278.0
73,53.821987098062834,280.0
74,53.80791149165333,283.0
75,53.796180347644224,295.0
76,53.77799071126392,301.0
77,53.80124452144011,304.0
78,53.82908210985787,310.0
79,53.77314841236161,316.0
80,53.82585243452376,319.0
81,53.85284285187572,320.0
82,53.84047651593466,325.0
83,53.80690139862137,328.0
84,53.799625444918355,331.0
85,53.82140934695703,332.0
86,53.83267502847106,340.0
87,53.815206940780925,343.0
