,sum,store
0,601230337.64,1.0
1,127339616.93,2.0
2,241882591.74,8.0
3,334543903.84,13.0
4,337989487.17,14.0
5,94610188.41,20.0
6,296632526.76,22.0
7,287148127.78,25.0
8,190975523.8,26.0
9,145574560.86,28.0
10,328447526.45,34.0
11,133684323.27,38.0
12,308567122.14,44.0
13,142502877.28,46.0
14,377553901.62,50.0
15,631900429.47,56.0
16,89922834.96,58.0
17,394973630.48,61.0
18,117715815.65,64.0
19,268021940.82,74.0
20,599276506.56,76.0
21,202042131.73,80.0
22,228395508.21,82.0
23,149352137.0,85.0
24,589082063.51,86.0
25,330734122.65,88.0
26,342882504.9,91.0
27,147134721.67,92.0
28,220508528.23,94.0
29,174930368.02,97.0
30,153702674.85,104.0
31,438203380.35,118.0
32,428423411.3,122.0
33,411496055.79,128.0
34,382250401.96,134.0
35,204884792.36,136.0
36,171623463.0,139.0
37,415937757.99,146.0
38,219269079.46,148.0
39,387724229.97,151.0
40,144747278.57,154.0
41,160650847.19,157.0
42,322591570.85,160.0
43,342459210.1,163.0
44,141095525.61,164.0
45,224861561.78,170.0
46,257670522.37,187.0
47,537760734.34,188.0
48,422588381.29,193.0
49,350669143.51,194.0
50,440271979.96,199.0
51,136620413.92,205.0
52,161010033.63,206.0
53,429065558.86,208.0
54,116033147.73,211.0
55,164898317.04,214.0
56,179577139.72,224.0
57,232383429.18,226.0
58,332496981.51,229.0
59,485942774.68,232.0
60,307887192.19,235.0
61,609525810.64,236.0
62,450685862.47,242.0
63,317088464.2,244.0
64,299627339.16,248.0
65,111510641.27,250.0
66,638263700.61,253.0
67,143466630.66,259.0
68,643937647.56,260.0
69,562378281.46,262.0
70,103610509.19,265.0
71,195595315.57,266.0
72,526241802.84,278.0
73,120832345.87,280.0
74,266379501.32,283.0
75,192447012.74,295.0
76,188982897.43,301.0
77,206672247.15,304.0
78,293559754.69,310.0
79,100173210.02,316.0
80,109297839.61,319.0
81,101582356.23,320.0
82,500747954.16,325.0
83,603356154.44,328.0
84,247791641.71,331.0
85,107925794.75,332.0
86,303592907.17,340.0
87,488502500.32,343.0
88,447093319.58,344.0
89,94240778.67,346.0
90,609566150.59,350.0
91,409973177.82,352.0
92,523097822.2,355.0
93,256241276.86,356.0
94,567342209.29,358.0
95,490097615.33,361.0
96,339435991.69,367.0
97,164605064.02,374.0
98,234832299.3,376.0
99,242603716.55,382.0
100,96816119.73,385.0
101,114889375.17,397.0
102,226843037.35,398.0
103,166965852.09,403.0
104,95323576.9,410.0
105,163215903.69,412.0
106,134689868.7,415.0
107,594627684.38,418.0
108,280062597.52,421.0
109,107225024.47,424.0
110,283367166.11,427.0
111,345118382.83,430.0
112,194011001.89,446.0
113,392890522.24,448.0
114,210215935.34,452.0
115,566583582.86,454.0
116,516476109.3,457.0
117,339957839.52,458.0
118,509763828.61,463.0
119,417871081.85,472.0
120,415581854.64,475.0
121,95403357.59,476.0
122,200018326.57,481.0
123,282763648.37,484.0
124,254636466.91,502.0
125,250627169.06,505.0
126,252700737.96,508.0
127,512289733.67,512.0
128,258212424.22,514.0
129,97426188.13,520.0
130,156568601.42,524.0
131,123743406.66,526.0
132,304776123.79,532.0
133,157853080.16,535.0
134,99848521.98,536.0
135,357387870.85,547.0
136,239132631.73,548.0
137,564309875.02,554.0
138,480881593.88,559.0
139,185137757.15,560.0
140,261437519.11,562.0
141,275049363.51,566.0
142,130064800.42,568.0
143,652943694.45,574.0
144,91862899.44,578.0
145,389025108.41,580.0
146,167958637.72,584.0
147,209537111.46,589.0
148,548979978.74,592.0
149,276030188.62,595.0
150,161222487.19,598.0
151,180565668.34,601.0
152,259942265.29,602.0
153,553373289.74,608.0
154,574014051.63,614.0
155,288305809.18,616.0
156,322113934.38,619.0
157,381177888.14,625.0
158,634494944.76,634.0
159,155655538.43,637.0
160,127490144.35,638.0
161,424284179.75,644.0
162,116127461.29,650.0
163,136465219.11,652.0
164,263111643.59,655.0
165,203892820.99,658.0
166,119783968.39,661.0
167,528802150.66,668.0
168,317800291.15,673.0
169,478643110.08,682.0
170,114023731.02,685.0
171,474974936.39,686.0
172,365062371.18,691.0
173,596149981.64,692.0
174,212874456.79,700.0
175,471045747.29,704.0
176,174124665.14,706.0
177,441788576.03,709.0
178,496203307.16,710.0
179,360217329.54,712.0
180,231591895.72,715.0
181,629244773.93,718.0
182,177665715.59,722.0
183,187714380.27,724.0
184,113769262.22,728.0
185,495055453.4,734.0
186,351865595.74,740.0
187,606233718.54,745.0
188,646295956.3,746.0
189,196929838.35,748.0
190,138375506.45,763.0
191,384654400.1,764.0
192,613303100.92,766.0
193,186952203.71,769.0
194,253682469.67,770.0
195,173337349.92,775.0
196,140591310.08,781.0
197,482937141.66,784.0
198,347950271.85,787.0
199,272239883.95,788.0
200,214802693.93,790.0
201,159240089.02,793.0
202,533319457.58,796.0
203,102395228.65,799.0
204,268118712.57,800.0
205,384969586.33,802.0
206,436782953.14,805.0
207,168961208.03,808.0
208,148245517.13,814.0
209,458741339.38,820.0
210,177002866.43,823.0
211,315370246.04,824.0
212,354736682.54,830.0
213,224376548.07,832.0
214,189159187.1,838.0
215,312346367.51,841.0
216,580239769.45,842.0
217,640570762.03,847.0
218,186235676.47,848.0
219,319997866.6,850.0
220,214791903.68,854.0
221,310705775.54,856.0
222,517810203.66,859.0
223,123115496.77,862.0
224,182262928.59,865.0
225,582291479.8,868.0
226,295827570.31,871.0
227,165109572.41,872.0
228,114425148.04,874.0
229,498480218.16,880.0
230,635649686.86,883.0
231,207911496.81,898.0
232,270337722.44,901.0
233,108601972.61,904.0
234,152840827.89,907.0
235,97816777.6,914.0
236,626078362.69,916.0
237,368198219.51,919.0
238,107354463.82,922.0
239,404815866.51,925.0
240,623308391.46,926.0
241,555543933.65,928.0
242,183791033.64,932.0
243,150622177.21,934.0
244,166652031.78,938.0
245,525417126.48,940.0
246,288905953.72,946.0
247,390504634.56,949.0
248,100217182.46,955.0
249,329316251.67,956.0
250,560436613.04,958.0
251,353193531.82,968.0
252,207896105.89,973.0
253,99235421.16,976.0
254,247462488.27,979.0
255,121363512.42,982.0
256,193246288.83,985.0
257,348561610.39,988.0
258,421955101.62,998.0
259,63001963977.41,1002.0
260,1733216913.25,
