,sum,store
0,600319249.64,1.0
1,127184278.61,2.0
2,241497595.94,8.0
3,334061895.49,13.0
4,337620216.59,14.0
5,94501735.71,20.0
6,296119946.12,22.0
7,286807247.14,25.0
8,190652210.19,26.0
9,145406490.73,28.0
10,327939572.55,34.0
11,133530805.15,38.0
12,308068301.68,44.0
13,142305487.66,46.0
14,377113014.72,50.0
15,630923997.13,56.0
16,89796708.91,58.0
17,394576114.32,61.0
18,117568514.36,64.0
19,267578411.33,74.0
20,598335773.73,76.0
21,201757530.19,80.0
22,228038450.1,82.0
23,149163741.53,85.0
24,588260376.98,86.0
25,330246258.1,88.0
26,342382010.49,91.0
27,146928606.14,92.0
28,220220456.14,94.0
29,174697994.52,97.0
30,153468456.64,104.0
31,437580269.19,118.0
32,427870692.58,122.0
33,410941700.05,128.0
34,381716227.81,134.0
35,204636595.67,136.0
36,171348266.01,139.0
37,415312965.98,146.0
38,219009965.28,148.0
39,387118361.84,151.0
40,144486424.01,154.0
41,160449065.38,157.0
42,322189377.82,160.0
43,341911502.25,163.0
44,140877143.75,164.0
45,224614106.38,170.0
46,257319903.26,187.0
47,536990970.22,188.0
48,421987771.77,193.0
49,350250784.62,194.0
50,439661922.92,199.0
51,136371597.48,205.0
52,160750752.4,206.0
53,428442400.15,208.0
54,115851360.99,211.0
55,164737487.99,214.0
56,179283819.77,224.0
57,232093625.44,226.0
58,332064232.79,229.0
59,485228529.39,232.0
60,307454054.67,235.0
61,608711763.01,236.0
62,450170590.3,242.0
63,316571072.71,244.0
64,299191311.29,248.0
65,111331449.71,250.0
66,637304936.46,253.0
67,143217332.77,259.0
68,642931545.91,260.0
69,561570420.96,262.0
70,103451513.87,265.0
71,195270231.53,266.0
72,525458814.9,278.0
73,120671025.88,280.0
74,266036560.37,283.0
75,192161610.78,295.0
76,188717751.76,301.0
77,206418475.44,304.0
78,293134907.28,310.0
79,100055056.88,316.0
80,109138800.96,319.0
81,101428381.08,320.0
82,500150024.39,325.0
83,602598999.22,328.0
84,247416800.12,331.0
85,107747494.5,332.0
86,303135597.83,340.0
87,487924830.61,343.0
88,446549088.79,344.0
89,94100403.33,346.0
90,608798513.93,350.0
91,409430690.84,352.0
92,522382267.8,355.0
93,255839756.66,356.0
94,566472780.93,358.0
95,489386541.36,361.0
96,338923720.32,367.0
