,sum,store
0,600767432.05,1.0
1,127233778.38,2.0
2,241671317.61,8.0
3,334298886.38,13.0
4,337739583.2,14.0
5,94528808.28,20.0
6,296383898.6,22.0
7,286954211.15,25.0
8,190791116.86,26.0
9,145480210.14,28.0
10,328148406.82,34.0
11,133607715.92,38.0
12,308303924.94,44.0
13,142421631.77,46.0
14,377272056.81,50.0
15,631402286.1,56.0
16,89870851.76,58.0
17,394750659.73,61.0
18,117612415.67,64.0
19,267790144.47,74.0
20,598750466.64,76.0
21,201877072.55,80.0
22,228197907.44,82.0
23,149263522.05,85.0
24,588745401.25,86.0
25,330441286.71,88.0
26,342679416.97,91.0
27,146992341.13,92.0
28,220355602.88,94.0
29,174790275.19,97.0
30,153579614.58,104.0
31,437934985.03,118.0
32,428141482.89,122.0
33,411225797.72,128.0
34,381956748.45,134.0
35,204741071.16,136.0
36,171472264.77,139.0
37,415632262.56,146.0
38,219123817.56,148.0
39,387400751.39,151.0
40,144621211.79,154.0
41,160553540.31,157.0
42,322365074.83,160.0
43,342159517.99,163.0
44,140976875.1,164.0
45,224708452.31,170.0
46,257520699.23,187.0
47,537349216.81,188.0
48,422253749.09,193.0
49,350438989.77,194.0
50,440000145.19,199.0
51,136477441.8,205.0
52,160870815.51,206.0
53,428724229.6,208.0
54,115951978.46,211.0
55,164826121.59,214.0
56,179451519.66,224.0
57,232218033.21,226.0
58,332297789.59,229.0
59,485579810.11,232.0
60,307684798.84,235.0
61,609091965.26,236.0
62,450371105.29,242.0
63,316867876.16,244.0
64,299404099.54,248.0
65,111434099.32,250.0
66,637767090.28,253.0
67,143333327.22,259.0
68,643423634.33,260.0
69,561978586.88,262.0
70,103523791.34,265.0
71,195433905.82,266.0
72,525837938.76,278.0
73,120734471.26,280.0
74,266172420.67,283.0
75,192320565.59,295.0
76,188837611.35,301.0
77,206536642.96,304.0
78,293335619.14,310.0
79,100111255.0,316.0
80,109211746.73,319.0
81,101506435.92,320.0
82,500394347.39,325.0
83,603003371.21,328.0
84,247593439.07,331.0
85,107834954.51,332.0
86,303377655.4,340.0
87,488161647.72,343.0
88,446771909.36,344.0
89,94171786.38,346.0
90,609166300.84,350.0
91,409690750.5,352.0
92,522608614.99,355.0
93,256037417.8,356.0
94,566908058.36,358.0
95,489715868.64,361.0
96,339215029.55,367.0
97,164446334.48,374.0
98,234661153.48,376.0
99,242410218.47,382.0
100,96749592.11,385.0
101,114772657.72,397.0
102,226649796.69,398.0
103,166837795.42,403.0
104,95235753.99,410.0
105,163082338.88,412.0
106,134573633.98,415.0
107,594140498.96,418.0
108,279864427.49,421.0
109,107160992.29,424.0
110,283171329.8,427.0
111,344839276.95,430.0
112,193889716.55,446.0
113,392583365.47,448.0
114,210014620.37,452.0
115,566201799.68,454.0
116,516093991.22,457.0
117,339809165.94,458.0
118,509401492.68,463.0
119,417580571.74,472.0
120,415242985.33,475.0
121,95347041.64,476.0
122,199879185.22,481.0
123,282573800.44,484.0
124,254413859.81,502.0
125,250438663.03,505.0
126,252484201.13,508.0
127,511916766.14,512.0
128,258018496.36,514.0
129,97371736.23,520.0
130,156468753.45,524.0
131,123631715.1,526.0
132,304534454.47,532.0
133,157747105.86,535.0
134,99761565.26,536.0
135,357156893.34,547.0
136,238920851.87,548.0
137,563855720.05,554.0
138,480603923.42,559.0
139,185019257.97,560.0
140,261231217.03,562.0
141,274793279.4,566.0
142,129949607.24,568.0
143,652488127.75,574.0
144,91814356.86,578.0
145,388701287.77,580.0
146,167842593.27,584.0
147,209401815.07,589.0
148,548556762.22,592.0
149,275832450.28,595.0
150,161077949.97,598.0
151,180432513.07,601.0
152,259765339.53,602.0
153,552972804.96,608.0
154,573544361.61,614.0
155,288103493.27,616.0
156,321849663.76,619.0
157,380868133.15,625.0
