,count,store
0,11163853,1.0
1,2365780,2.0
2,4488768,8.0
3,6210596,13.0
4,6276091,14.0
5,1755108,20.0
6,5504798,22.0
7,5333274,25.0
8,3546245,26.0
9,2704338,28.0
10,6094688,34.0
11,2485084,38.0
12,5730928,44.0
13,2645105,46.0
14,7012552,50.0
15,11729741,56.0
16,1674012,58.0
17,7335399,61.0
18,2187153,64.0
19,4972025,74.0
20,11126322,76.0
21,3749096,80.0
22,4240743,82.0
23,2774311,85.0
24,10939320,86.0
25,6139590,88.0
26,6369829,91.0
27,2732170,92.0
28,4092580,94.0
29,3249425,97.0
30,2856382,104.0
31,8143425,118.0
32,7957853,122.0
33,7640914,128.0
34,7101003,134.0
35,3804573,136.0
36,3185087,139.0
37,7725302,146.0
38,4070943,148.0
39,7199478,151.0
40,2685749,154.0
41,2981814,157.0
42,5990921,160.0
43,6355790,163.0
44,2616943,164.0
45,4175536,170.0
46,4779318,187.0
47,9988886,188.0
48,7850932,193.0
49,6509805,194.0
50,8177576,199.0
51,2534798,205.0
52,2988422,206.0
53,7971300,208.0
54,2154410,211.0
55,3064337,214.0
56,3332419,224.0
57,4318213,226.0
58,6174668,229.0
59,9027084,232.0
60,5715978,235.0
61,11313945,236.0
62,8371034,242.0
63,5888019,244.0
64,5565342,248.0
65,2068875,250.0
66,11851605,253.0
67,2660943,259.0
68,11957506,260.0
69,10442052,262.0
70,1924033,265.0
71,3636045,266.0
72,9774800,278.0
73,2242919,280.0
74,4946042,283.0
75,3574574,295.0
76,3510919,301.0
77,3838600,304.0
78,5448822,310.0
79,1861570,316.0
80,2028713,319.0
81,1885005,320.0
82,9292386,325.0
83,11205320,328.0
84,4601406,331.0
85,2003176,332.0
86,5634669,340.0
87,9069527,343.0
88,8297660,344.0
89,1751634,346.0
90,11319651,350.0
91,7610220,352.0
92,9706716,355.0
93,4757481,356.0
94,10536851,358.0
95,9097184,361.0
96,6306008,367.0
97,3056702,374.0
98,4362651,376.0
99,4504148,382.0
100,1797406,385.0
101,2131048,397.0
102,4211217,398.0
103,3098206,403.0
104,1769931,410.0
105,3029878,412.0
106,2500058,415.0
107,11037753,418.0
108,5200470,421.0
109,1991632,424.0
110,5262755,427.0
111,6409843,430.0
112,3602765,446.0
113,7292085,448.0
114,3904599,452.0
115,10518951,454.0
116,9591366,457.0
117,6313878,458.0
118,9462178,463.0
119,7763221,472.0
120,7714485,475.0
121,1772726,476.0
122,3711335,481.0
123,5253329,484.0
124,4725504,502.0
125,4653516,505.0
126,4690909,508.0
127,9515743,512.0
128,4795308,514.0
129,1809760,520.0
130,2905454,524.0
131,2301294,526.0
132,5658363,532.0
133,2929978,535.0
134,1854070,536.0
135,6637445,547.0
136,4441519,548.0
137,10474913,554.0
138,8937063,559.0
139,3442137,560.0
140,4854864,562.0
141,5105537,566.0
142,2414495,568.0
143,12126021,574.0
144,1706220,578.0
145,7222261,580.0
146,3119127,584.0
147,3892745,589.0
148,10196666,592.0
149,5125463,595.0
150,2993204,598.0
151,3356123,601.0
152,4826265,602.0
153,10272483,608.0
154,10657807,614.0
155,5355705,616.0
156,5979512,619.0
157,7072719,625.0
158,11783935,634.0
159,2888489,637.0
160,2367966,638.0
161,7877627,644.0
162,2155529,650.0
163,2536700,652.0
164,4888578,655.0
165,3784355,658.0
166,2224186,661.0
167,9819769,668.0
168,5903618,673.0
169,8884940,682.0
170,2117744,685.0
171,8822522,686.0
172,6779574,691.0
173,11074048,692.0
174,3949704,700.0
175,8745002,704.0
176,3232616,706.0
177,8206077,709.0
178,9217351,710.0
179,6692814,712.0
180,4301584,715.0
181,11687231,718.0
182,3300554,722.0
183,3485727,724.0
184,2111954,728.0
185,9193725,734.0
186,6534956,740.0
187,11254416,745.0
188,12002295,746.0
189,3656482,748.0
190,2571918,763.0
191,7139889,764.0
192,11394336,766.0
193,3473782,769.0
194,4710808,770.0
195,3217930,775.0
196,2607803,781.0
197,8968231,784.0
198,6461623,787.0
199,5055888,788.0
200,3988687,790.0
201,2957241,793.0
202,9899921,796.0
203,1900161,799.0
204,4978793,800.0
205,7148529,802.0
206,8111065,805.0
207,3137740,808.0
208,2752864,814.0
209,8516681,820.0
210,3286291,823.0
211,5852456,824.0
212,6589859,830.0
213,4169929,832.0
214,3514967,838.0
215,5800256,841.0
216,10778299,842.0
217,11896135,847.0
218,3460596,848.0
219,5943030,850.0
220,3986155,854.0
221,5768048,856.0
222,9610058,859.0
223,2286180,862.0
224,3384696,865.0
225,10816620,868.0
226,5490710,871.0
227,3068043,872.0
228,2124102,874.0
229,9259977,880.0
230,11803802,883.0
231,3860859,898.0
232,5022572,901.0
233,2016475,904.0
234,2838300,907.0
235,1816123,914.0
236,11627147,916.0
237,6837581,919.0
238,1992911,922.0
239,7521635,925.0
240,11578668,926.0
241,10317194,928.0
242,3413315,932.0
243,2794777,934.0
244,3094683,938.0
245,9752091,940.0
246,5364574,946.0
247,7253645,949.0
248,1861394,955.0
249,6115337,956.0
250,10409368,958.0
251,6558250,968.0
252,3860312,973.0
253,1843150,976.0
254,4595944,979.0
255,2253850,982.0
256,3588064,985.0
257,6474459,988.0
258,7833613,998.0
259,1169802419,1002.0
260,32185035,
