,count,store
0,11162550,1.0
1,2365713,2.0
2,4487960,8.0
3,6210100,13.0
4,6275613,14.0
5,1754839,20.0
6,5504026,22.0
7,5332058,25.0
8,3545850,26.0
9,2704224,28.0
10,6093825,34.0
11,2484766,38.0
12,5729802,44.0
13,2644723,46.0
14,7011009,50.0
15,11727379,56.0
16,1673560,58.0
17,7334157,61.0
18,2186947,64.0
19,4971359,74.0
20,11124839,76.0
21,3748617,80.0
22,4240354,82.0
23,2773894,85.0
24,10937078,86.0
25,6138761,88.0
26,6369032,91.0
27,2731947,92.0
28,4092391,94.0
29,3249141,97.0
30,2856167,104.0
31,8141898,118.0
32,7956735,122.0
33,7640003,128.0
34,7100212,134.0
35,3804604,136.0
36,3184494,139.0
37,7724586,146.0
38,4069983,148.0
39,7198302,151.0
40,2685611,154.0
41,2981737,157.0
42,5989915,160.0
43,6355344,163.0
44,2616529,164.0
45,4175036,170.0
46,4778787,187.0
47,9987257,188.0
48,7850279,193.0
49,6509612,194.0
50,8175593,199.0
51,2534492,205.0
52,2988139,206.0
53,7970440,208.0
54,2154227,211.0
55,3064301,214.0
56,3331930,224.0
57,4317925,226.0
58,6173730,229.0
59,9025403,232.0
60,5714935,235.0
61,11313143,236.0
62,8370088,242.0
63,5886672,244.0
64,5564298,248.0
65,2068556,250.0
66,11849591,253.0
67,2660337,259.0
68,11955463,260.0
69,10440776,262.0
70,1923754,265.0
71,3635434,266.0
72,9773101,278.0
73,2242718,280.0
74,4945228,283.0
75,3573921,295.0
76,3510838,301.0
77,3838271,304.0
78,5448250,310.0
79,1861635,316.0
80,2028351,319.0
81,1884566,320.0
82,9291917,325.0
83,11203368,328.0
84,4600760,331.0
85,2002953,332.0
86,5633748,340.0
87,9069127,343.0
88,8296706,344.0
89,1751423,346.0
90,11318964,350.0
91,7608951,352.0
92,9705658,355.0
93,4756566,356.0
94,10535644,358.0
95,9096044,361.0
96,6304923,367.0
97,3056634,374.0
98,4362260,376.0
99,4503707,382.0
100,1797315,385.0
101,2131035,397.0
102,4210483,398.0
103,3097823,403.0
104,1769624,410.0
105,3029537,412.0
106,2499519,415.0
107,11036460,418.0
108,5199835,421.0
109,1991346,424.0
110,5261582,427.0
111,6408989,430.0
112,3602214,446.0
113,7291244,448.0
114,3904002,452.0
115,10517722,454.0
116,9589526,457.0
117,6313163,458.0
118,9461703,463.0
119,7762362,472.0
120,7714397,475.0
121,1772397,476.0
122,3710715,481.0
123,5252424,484.0
124,4725252,502.0
125,4652428,505.0
126,4690426,508.0
127,9514292,512.0
128,4794366,514.0
129,1809461,520.0
130,2904873,524.0
131,2301196,526.0
132,5657263,532.0
133,2929695,535.0
134,1853611,536.0
135,6636713,547.0
136,4440744,548.0
137,10473028,554.0
138,8936114,559.0
139,3441499,560.0
140,4854119,562.0
141,5105579,566.0
142,2414436,568.0
143,12124722,574.0
144,1705769,578.0
145,7221206,580.0
146,3118981,584.0
147,3892583,589.0
148,10195441,592.0
149,5124237,595.0
150,2992542,598.0
151,3356105,601.0
152,4825642,602.0
153,10271332,608.0
154,10656727,614.0
155,5354820,616.0
156,5979065,619.0
157,7072065,625.0
158,11782250,634.0
159,2887964,637.0
160,2367486,638.0
161,7876985,644.0
162,2155341,650.0
163,2536328,652.0
164,4887355,655.0
165,3783963,658.0
166,2223650,661.0
167,9818576,668.0
168,5902990,673.0
169,8884176,682.0
170,2117563,685.0
171,8821064,686.0
172,6779367,691.0
173,11072057,692.0
174,3949561,700.0
175,8743759,704.0
176,3232390,706.0
177,8204494,709.0
178,9216230,710.0
179,6691878,712.0
180,4301051,715.0
181,11685895,718.0
182,3299828,722.0
183,3485446,724.0
184,2111601,728.0
185,9192611,734.0
186,6534346,740.0
187,11252428,745.0
188,12001001,746.0
189,3655921,748.0
190,2571697,763.0
191,7139446,764.0
192,11392275,766.0
193,3473581,769.0
194,4710431,770.0
195,3217116,775.0
196,2607585,781.0
197,8967344,784.0
198,6461198,787.0
199,5054923,788.0
200,3987705,790.0
201,2956690,793.0
202,9898314,796.0
203,1900142,799.0
204,4978258,800.0
205,7147801,802.0
206,8109994,805.0
207,3137457,808.0
208,2752458,814.0
209,8515481,820.0
210,3285916,823.0
211,5851338,824.0
212,6589073,830.0
213,4169232,832.0
214,3514414,838.0
215,5799389,841.0
216,10776940,842.0
217,11894036,847.0
218,3460572,848.0
219,5942432,850.0
220,3985753,854.0
221,5767280,856.0
222,9608345,859.0
223,2285898,862.0
224,3384364,865.0
225,10815799,868.0
226,5489928,871.0
227,3067391,872.0
228,2123888,874.0
229,9258862,880.0
230,11802272,883.0
231,3860399,898.0
232,5021501,901.0
233,2015483,904.0
234,2837948,907.0
235,1816002,914.0
236,11626335,916.0
237,6836812,919.0
238,1992264,922.0
239,7520713,925.0
240,11576894,926.0
241,10316748,928.0
242,3412805,932.0
243,2794157,934.0
244,3094073,938.0
245,9751532,940.0
246,5363569,946.0
247,7253214,949.0
248,1861008,955.0
249,6114366,956.0
250,10408819,958.0
251,6557743,968.0
252,3860334,973.0
253,1842626,976.0
254,4595541,979.0
255,2253343,982.0
256,3587607,985.0
257,6473572,988.0
258,7832626,998.0
259,1169650384,1002.0
260,32180859,
