,sum,store
0,600827978.72,1.0
1,127253971.75,2.0
2,241720368.82,8.0
3,334365232.84,13.0
4,337803592.25,14.0
5,94541251.23,20.0
6,296450351.18,22.0
7,286991297.12,25.0
8,190822890.74,26.0
9,145483568.45,28.0
10,328179445.79,34.0
11,133628293.04,38.0
12,308334974.35,44.0
13,142420230.19,46.0
14,377318424.56,50.0
15,631492946.9,56.0
16,89876933.14,58.0
17,394779952.38,61.0
18,117634689.11,64.0
19,267834006.57,74.0
20,598890242.93,76.0
21,201907336.26,80.0
22,228235778.45,82.0
23,149266333.01,85.0
24,588816363.29,86.0
25,330507260.97,88.0
26,342725341.14,91.0
27,147013966.57,92.0
28,220376331.29,94.0
29,174835827.9,97.0
30,153603839.28,104.0
31,437994238.31,118.0
32,428178393.48,122.0
33,411267574.01,128.0
34,381984791.65,134.0
35,204769391.42,136.0
36,171497932.19,139.0
37,415675716.89,146.0
38,219137788.38,148.0
39,387452945.54,151.0
40,144636573.83,154.0
41,160568842.96,157.0
42,322423094.01,160.0
43,342210620.75,163.0
44,140992729.37,164.0
45,224720153.97,170.0
46,257551575.54,187.0
47,537413977.86,188.0
48,422269342.84,193.0
49,350459922.65,194.0
50,440037108.27,199.0
51,136514621.9,205.0
52,160909421.44,206.0
53,428804859.25,208.0
54,115980839.66,211.0
55,164831855.87,214.0
56,179476785.37,224.0
57,232257143.72,226.0
58,332338772.68,229.0
59,485708303.22,232.0
60,307710242.77,235.0
61,609182146.27,236.0
62,450408648.88,242.0
63,316918042.19,244.0
64,299428556.59,248.0
65,111455692.34,250.0
66,637856629.04,253.0
67,143349251.45,259.0
68,643528715.74,260.0
69,562025758.15,262.0
70,103535572.11,265.0
71,195469793.11,266.0
72,525925161.01,278.0
73,120750132.68,280.0
74,266200276.19,283.0
75,192351567.74,295.0
76,188841763.51,301.0
77,206553875.17,304.0
78,293355681.91,310.0
79,100118486.68,316.0
80,109221950.4,319.0
81,101511825.66,320.0
82,500472345.2,325.0
83,603029204.86,328.0
84,247603787.0,331.0
85,107849376.36,332.0
86,303413506.69,340.0
87,488247130.78,343.0
88,446812755.6,344.0
89,94172578.77,346.0
90,609207522.48,350.0
91,409765053.2,352.0
92,522664733.46,355.0
93,256096631.68,356.0
94,567004091.75,358.0
95,489781683.7,361.0
96,339255996.82,367.0
97,164467892.62,374.0
98,234688883.27,376.0
99,242461783.84,382.0
100,96768639.53,385.0
101,114803451.64,397.0
102,226678451.89,398.0
103,166871677.65,403.0
104,95240072.22,410.0
105,163105310.41,412.0
106,134580595.34,415.0
107,594249706.22,418.0
108,279902289.2,421.0
109,107160750.52,424.0
110,283209795.61,427.0
111,344876184.85,430.0
112,193889026.21,446.0
113,392672890.49,448.0
114,210022345.03,452.0
115,566262819.78,454.0
116,516133565.86,457.0
117,339813756.72,458.0
118,509447831.58,463.0
119,417608762.67,472.0
120,415289484.83,475.0
121,95351683.34,476.0
122,199898573.76,481.0
123,282609232.26,484.0
124,254432662.67,502.0
125,250466767.43,505.0
126,252506067.79,508.0
127,511989490.98,512.0
128,258038664.95,514.0
129,97387367.43,520.0
130,156487454.37,524.0
131,123658810.07,526.0
132,304577078.54,532.0
133,157752513.05,535.0
134,99770146.56,536.0
135,357169220.05,547.0
136,238961038.1,548.0
137,563964837.69,554.0
138,480613153.07,559.0
139,185033684.53,560.0
140,261281245.94,562.0
141,274824220.78,566.0
142,129974718.03,568.0
143,652541892.01,574.0
144,91819982.56,578.0
145,388825514.87,580.0
146,167853232.14,584.0
147,209429021.63,589.0
148,548647016.18,592.0
149,275866834.28,595.0
150,161098391.69,598.0
151,180467167.47,601.0
152,259827534.71,602.0
153,553051910.28,608.0
154,573676837.23,614.0
155,288125010.72,616.0
156,321911816.72,619.0
157,380919134.71,625.0
158,633981819.19,634.0
159,155545606.18,637.0
160,127397221.1,638.0
161,424055720.13,644.0
162,116044767.15,650.0
163,136354123.74,652.0
164,262999274.42,655.0
165,203771751.06,658.0
166,119708509.02,661.0
167,528455250.86,668.0
168,317596090.86,673.0
169,478345223.27,682.0
170,113965319.1,685.0
171,474642280.93,686.0
