,count,store
0,11158920,1.0
1,2365365,2.0
2,4486990,8.0
3,6208332,13.0
4,6274578,14.0
5,1755028,20.0
6,5502086,22.0
7,5330694,25.0
8,3544280,26.0
9,2703770,28.0
10,6092579,34.0
11,2484018,38.0
12,5727828,44.0
13,2644129,46.0
14,7010139,50.0
15,11724109,56.0
16,1673212,58.0
17,7332969,61.0
18,2186397,64.0
19,4969420,74.0
20,11121768,76.0
21,3747572,80.0
22,4239696,82.0
23,2773028,85.0
24,10933961,86.0
25,6136762,88.0
26,6366617,91.0
27,2731480,92.0
28,4090909,94.0
29,3247813,97.0
30,2854967,104.0
31,8139769,118.0
32,7953785,122.0
33,7636721,128.0
34,7098386,134.0
35,3803250,136.0
36,3183370,139.0
37,7721790,146.0
38,4068921,148.0
39,7196460,151.0
40,2684888,154.0
41,2980861,157.0
42,5988094,160.0
43,6353297,163.0
44,2615978,164.0
45,4173955,170.0
46,4776916,187.0
47,9985009,188.0
48,7848209,193.0
49,6507974,194.0
50,8173426,199.0
51,2533806,205.0
52,2987625,206.0
53,7968228,208.0
54,2153282,211.0
55,3063287,214.0
56,3330893,224.0
57,4317011,226.0
58,6172027,229.0
59,9022210,232.0
60,5713670,235.0
61,11310552,236.0
62,8368959,242.0
63,5884505,244.0
64,5563041,248.0
65,2067888,250.0
66,11846708,253.0
67,2659632,259.0
68,11952574,260.0
69,10437169,262.0
70,1922845,265.0
71,3634251,266.0
72,9770163,278.0
73,2242347,280.0
74,4944522,283.0
75,3572620,295.0
76,3509933,301.0
77,3837193,304.0
78,5446650,310.0
79,1861203,316.0
80,2027881,319.0
81,1884080,320.0
82,9289925,325.0
83,11200379,328.0
84,4599469,331.0
85,2002137,332.0
86,5631851,340.0
87,9066934,343.0
88,8294621,344.0
89,1750702,346.0
90,11315583,350.0
91,7607390,352.0
92,9704400,355.0
93,4754960,356.0
94,10531794,358.0
95,9093308,361.0
96,6302938,367.0
97,3056113,374.0
98,4361212,376.0
99,4503113,382.0
100,1796832,385.0
101,2130510,397.0
102,4209410,398.0
103,3096875,403.0
104,1769602,410.0
105,3029276,412.0
106,2498037,415.0
107,11032895,418.0
108,5198246,421.0
109,1990988,424.0
110,5260234,427.0
111,6406937,430.0
112,3601357,446.0
113,7289793,448.0
114,3902652,452.0
115,10515571,454.0
116,9586740,457.0
117,6312144,458.0
118,9458942,463.0
119,7759502,472.0
120,7712580,475.0
121,1772057,476.0
122,3709493,481.0
123,5250398,484.0
124,4723706,502.0
125,4650794,505.0
126,4689544,508.0
127,9511649,512.0
128,4792974,514.0
129,1808626,520.0
130,2904040,524.0
131,2300549,526.0
132,5656351,532.0
133,2928539,535.0
134,1853310,536.0
135,6634494,547.0
136,4439927,548.0
137,10470289,554.0
138,8933616,559.0
139,3440600,560.0
140,4852447,562.0
141,5104710,566.0
142,2413977,568.0
143,12121899,574.0
144,1705495,578.0
145,7218916,580.0
146,3118116,584.0
147,3891906,589.0
148,10191995,592.0
149,5124115,595.0
150,2992310,598.0
151,3354707,601.0
152,4824978,602.0
153,10268025,608.0
154,10653994,614.0
155,5352929,616.0
156,5977612,619.0
157,7069209,625.0
158,11779101,634.0
159,2886919,637.0
160,2367147,638.0
161,7874872,644.0
162,2154775,650.0
163,2535705,652.0
164,4886265,655.0
165,3783243,658.0
166,2223419,661.0
167,9816573,668.0
168,5900958,673.0
169,8882492,682.0
170,2117315,685.0
171,8819478,686.0
172,6777766,691.0
173,11069773,692.0
174,3948385,700.0
175,8741582,704.0
176,3231134,706.0
177,8202637,709.0
178,9214158,710.0
179,6689803,712.0
180,4300422,715.0
181,11682841,718.0
182,3299097,722.0
183,3484429,724.0
184,2111367,728.0
185,9190591,734.0
186,6532856,740.0
187,11250233,745.0
188,11997460,746.0
189,3655608,748.0
190,2571436,763.0
191,7138475,764.0
192,11388559,766.0
193,3472663,769.0
194,4709031,770.0
195,3216441,775.0
196,2607262,781.0
197,8964655,784.0
198,6460066,787.0
199,5054253,788.0
200,3987420,790.0
201,2956288,793.0
202,9895388,796.0
203,1899750,799.0
204,4977874,800.0
205,7145177,802.0
206,8107875,805.0
207,3136472,808.0
208,2751720,814.0
209,8512141,820.0
210,3285128,823.0
211,5849413,824.0
212,6588130,830.0
213,4168705,832.0
214,3513848,838.0
215,5798607,841.0
216,10773939,842.0
217,11890555,847.0
218,3459340,848.0
219,5941192,850.0
220,3985481,854.0
221,5766610,856.0
222,9607303,859.0
223,2284851,862.0
224,3383279,865.0
225,10813177,868.0
226,5488397,871.0
227,3066870,872.0
228,2123409,874.0
229,9256411,880.0
230,11798466,883.0
231,3859420,898.0
232,5019882,901.0
233,2015008,904.0
234,2837397,907.0
235,1815842,914.0
236,11623231,916.0
237,6835646,919.0
238,1991807,922.0
239,7518427,925.0
240,11574374,926.0
241,10314299,928.0
242,3412190,932.0
243,2793333,934.0
244,3093594,938.0
245,9749639,940.0
246,5362354,946.0
247,7250723,949.0
248,1860866,955.0
249,6113304,956.0
250,10405788,958.0
251,6555661,968.0
252,3859176,973.0
253,1842465,976.0
254,4594031,979.0
255,2252962,982.0
256,3586915,985.0
257,6472503,988.0
258,7830408,998.0
259,1169347196,1002.0
260,32172445,
