,avg,store
0,53.80785991201253,1.0
1,53.77759224635027,2.0
2,53.8337542107449,8.0
3,53.818885638946774,13.0
4,53.81045844762444,14.0
5,53.85030743165322,20.0
6,53.82658308556482,22.0
7,53.80484701490859,25.0
8,53.79350618842751,26.0
9,53.78109538467908,28.0
10,53.83152915003438,34.0
11,53.76384481681299,38.0
12,53.79111211523085,44.0
13,53.83381790861001,46.0
14,53.79661456655356,50.0
15,53.82117047214002,56.0
16,53.67778406742652,58.0
17,53.80907518126077,61.0
18,53.77535848866867,64.0
19,53.850676859590855,74.0
20,53.80692812710998,76.0
21,53.83612725255758,80.0
22,53.80514717275531,82.0
23,53.79715562953164,85.0
24,53.81159365815946,86.0
25,53.82049665378458,88.0
26,53.78886977943276,91.0
27,53.7969633868156,92.0
28,53.83103818500624,94.0
29,53.79153696828442,97.0
30,53.76780840831529,104.0
31,53.771217346941654,118.0
32,53.79714990969038,122.0
33,53.816908059669,128.0
34,53.777921798636704,134.0
35,53.81141062456925,136.0
36,53.83328710419524,139.0
37,53.79274930167634,146.0
38,53.8251483237231,148.0
39,53.803414880457375,151.0
40,53.823346471794785,154.0
41,53.83720558304074,157.0
42,53.80614341200069,160.0
43,53.825402881903116,163.0
44,53.86450378620311,164.0
45,53.80812725859208,170.0
46,53.86595191691744,187.0
47,53.788850397063904,188.0
48,53.77695290667907,193.0
49,53.820442024996524,194.0
50,53.80006828114477,199.0
51,53.830703617790284,205.0
52,53.82998130909893,206.0
53,53.77436576927191,208.0
54,53.80921754470461,211.0
55,53.77998467347954,214.0
56,53.840063511518345,224.0
57,53.767647473166654,226.0
58,53.80775306190775,229.0
59,53.787656296887185,232.0
60,53.824056725660576,235.0
61,53.827611793478944,236.0
62,53.794444394687595,242.0
63,53.802627656963296,244.0
64,53.78730017077057,248.0
65,53.84853147738241,250.0
66,53.80530724500027,253.0
67,53.85696197006498,259.0
68,53.80038362605872,260.0
69,53.81159624617644,262.0
70,53.80983683844876,265.0
71,53.7367429156202,266.0
72,53.792878607579794,278.0
73,53.82333897478059,280.0
74,53.807128392587934,283.0
75,53.79672686784498,295.0
76,53.77751608955365,301.0
77,53.79871620132859,304.0
78,53.82723892725379,310.0
79,53.771567255997,316.0
80,53.826093101650805,319.0
81,53.85209973900866,320.0
82,53.84146863738293,325.0
83,53.80776443471131,328.0
84,53.80010642956948,331.0
85,53.822185199007336,332.0
86,53.83267768840482,340.0
87,53.81540655136765,343.0
88,53.839917790510015,344.0
89,53.75937115317882,346.0
90,53.808698857433235,350.0
91,53.824693246699006,352.0
92,53.835675036560424,355.0
93,53.81195126875569,356.0
94,53.79625581708849,358.0
95,53.82440052325818,361.0
96,53.78062559384898,367.0
97,53.792999265598354,374.0
98,53.78415060683624,376.0
99,53.81521673713595,382.0
100,53.82363039040181,385.0
101,53.848171122969575,397.0
102,53.81270113437932,398.0
103,53.84350583884925,403.0
104,53.805646641604746,410.0
105,53.81842167233834,412.0
106,53.814117169451,415.0
107,53.82163628445298,418.0
108,53.809916615296075,421.0
109,53.797582745238984,424.0
110,53.79810743345952,427.0
111,53.79589117361754,430.0
112,53.809440869984115,446.0
113,53.82900038093233,448.0
114,53.76959829499338,452.0
115,53.81549725498871,454.0
116,53.795322266895106,457.0
117,53.813268894478114,458.0
118,53.83084253124618,463.0
119,53.780042541777526,472.0
120,53.81843622388293,475.0
121,53.786165266319756,476.0
122,53.85152653175349,481.0
123,53.783597343363745,484.0
124,53.83144380131289,502.0
125,53.81618088180924,505.0
126,53.825078749731716,508.0
127,53.79537150626383,512.0
128,53.79866155948357,514.0
129,53.787248629379604,520.0
130,53.84509010836262,524.0
131,53.71562247013011,526.0
132,53.80784034142024,532.0
133,53.82540287172104,535.0
