,count,store
0,11155639,1.0
1,2364462,2.0
2,4485200,8.0
3,6206323,13.0
4,6272909,14.0
5,1754679,20.0
6,5500058,22.0
7,5329629,25.0
8,3543470,26.0
9,2703079,28.0
10,6091410,34.0
11,2483379,38.0
12,5726015,44.0
13,2643222,46.0
14,7009433,50.0
15,11720989,56.0
16,1672668,58.0
17,7332403,61.0
18,2185995,64.0
19,4967948,74.0
20,11118872,76.0
21,3746899,80.0
22,4238113,82.0
23,2772617,85.0
24,10930152,86.0
25,6135650,88.0
26,6364768,91.0
27,2731134,92.0
28,4090181,94.0
29,3247072,97.0
30,2853774,104.0
31,8137220,118.0
32,7951738,122.0
33,7635352,128.0
34,7096198,134.0
35,3802569,136.0
36,3182496,139.0
37,7719564,146.0
38,4068329,148.0
39,7193762,151.0
40,2684044,154.0
41,2979980,157.0
42,5987293,160.0
43,6351430,163.0
44,2615632,164.0
45,4173723,170.0
46,4776358,187.0
47,9982049,188.0
48,7845635,193.0
49,6506450,194.0
50,8171131,199.0
51,2533146,205.0
52,2985939,206.0
53,7965728,208.0
54,2152744,211.0
55,3062699,214.0
56,3329507,224.0
57,4315993,226.0
58,6169896,229.0
59,9020221,232.0
60,5711901,235.0
61,11307271,236.0
62,8366796,242.0
63,5883600,244.0
64,5561192,248.0
65,2067144,250.0
66,11843802,253.0
67,2659189,259.0
68,11948909,260.0
69,10434288,262.0
70,1922413,265.0
71,3633355,266.0
72,9766971,278.0
73,2241812,280.0
74,4943366,283.0
75,3572141,295.0
76,3508749,301.0
77,3836531,304.0
78,5444119,310.0
79,1860230,316.0
80,2027461,319.0
81,1883198,320.0
82,9288082,325.0
83,11198833,328.0
84,4598229,331.0
85,2001302,332.0
86,5630037,340.0
87,9065409,343.0
88,8292672,344.0
89,1750235,346.0
90,11312721,350.0
91,7605688,352.0
92,9702732,355.0
93,4754179,356.0
94,10528767,358.0
95,9089851,361.0
96,6301408,367.0
97,3055042,374.0
98,4359744,376.0
99,4501355,382.0
100,1796104,385.0
101,2129760,397.0
102,4208482,398.0
103,3096198,403.0
104,1768910,410.0
105,3028207,412.0
106,2497493,415.0
107,11030399,418.0
108,5196588,421.0
109,1990727,424.0
110,5258823,427.0
111,6406265,430.0
112,3599912,446.0
113,7287552,448.0
114,3901163,452.0
115,10511950,454.0
116,9584852,457.0
117,6309867,458.0
118,9456934,463.0
119,7757738,472.0
120,7710874,475.0
121,1771813,476.0
122,3708349,481.0
123,5249921,484.0
124,4721950,502.0
125,4649384,505.0
126,4688313,508.0
127,9509711,512.0
128,4791646,514.0
129,1808436,520.0
130,2903441,524.0
131,2299824,526.0
132,5655490,532.0
133,2927839,535.0
134,1852445,536.0
135,6633017,547.0
136,4438291,548.0
137,10467735,554.0
138,8932026,559.0
139,3439834,560.0
140,4851719,562.0
141,5102618,566.0
142,2413092,568.0
143,12119376,574.0
144,1705128,578.0
145,7217390,580.0
146,3116932,584.0
147,3891570,589.0
148,10188962,592.0
149,5122828,595.0
150,2991080,598.0
151,3353654,601.0
152,4823596,602.0
153,10265813,608.0
154,10650987,614.0
155,5351094,616.0
156,5976151,619.0
157,7067671,625.0
158,11776416,634.0
159,2885834,637.0
160,2366491,638.0
161,7872709,644.0
162,2154198,650.0
163,2535367,652.0
164,4884874,655.0
165,3782034,658.0
166,2223020,661.0
167,9814608,668.0
168,5899628,673.0
169,8880567,682.0
170,2116783,685.0
171,8815694,686.0
172,6775514,691.0
173,11067103,692.0
174,3947261,700.0
175,8739352,704.0
176,3229904,706.0
177,8200334,709.0
178,9212417,710.0
179,6688938,712.0
180,4298274,715.0
181,11679992,718.0
182,3298389,722.0
183,3483788,724.0
184,2111479,728.0
185,9187971,734.0
186,6531318,740.0
187,11246776,745.0
188,11994565,746.0
189,3654686,748.0
190,2571129,763.0
191,7137184,764.0
192,11385570,766.0
193,3471786,769.0
194,4707467,770.0
195,3215451,775.0
196,2606788,781.0
197,8962071,784.0
198,6457850,787.0
199,5053342,788.0
200,3986192,790.0
201,2955604,793.0
202,9893085,796.0
203,1899676,799.0
204,4976556,800.0
205,7142578,802.0
206,8106076,805.0
207,3135722,808.0
208,2751343,814.0
209,8510537,820.0
210,3284176,823.0
211,5847550,824.0
212,6586478,830.0
213,4167253,832.0
214,3513402,838.0
215,5796983,841.0
216,10771669,842.0
217,11887402,847.0
218,3457940,848.0
219,5939269,850.0
220,3984571,854.0
221,5765524,856.0
222,9604425,859.0
223,2283886,862.0
224,3383039,865.0
225,10810057,868.0
226,5486956,871.0
227,3066101,872.0
228,2122700,874.0
229,9253849,880.0
230,11795786,883.0
231,3858495,898.0
232,5017778,901.0
233,2014726,904.0
234,2836212,907.0
235,1815105,914.0
236,11620658,916.0
237,6833806,919.0
238,1991354,922.0
239,7516776,925.0
240,11570441,926.0
241,10311996,928.0
242,3411710,932.0
243,2792691,934.0
244,3093233,938.0
245,9746997,940.0
246,5361221,946.0
247,7249726,949.0
248,1860328,955.0
249,6111961,956.0
250,10402691,958.0
251,6553724,968.0
252,3858076,973.0
253,1841667,976.0
254,4592202,979.0
255,2252524,982.0
256,3586397,985.0
257,6471846,988.0
258,7827997,998.0
259,1169042478,1002.0
260,32164810,
