,count,store
0,11166112,1.0
1,2366211,2.0
2,4490088,8.0
3,6212736,13.0
4,6277571,14.0
5,1755637,20.0
6,5507422,22.0
7,5333923,25.0
8,3547225,26.0
9,2705103,28.0
10,6096346,34.0
11,2485508,38.0
12,5732026,44.0
13,2645614,46.0
14,7013902,50.0
15,11733259,56.0
16,1674386,58.0
17,7336552,61.0
18,2187551,64.0
19,4973703,74.0
20,11130286,76.0
21,3750442,80.0
22,4241943,82.0
23,2774697,85.0
24,10942208,86.0
25,6140970,88.0
26,6371673,91.0
27,2732777,92.0
28,4093760,94.0
29,3250322,97.0
30,2856865,104.0
31,8145512,118.0
32,7959152,122.0
33,7642149,128.0
34,7102945,134.0
35,3805455,136.0
36,3185663,139.0
37,7727236,146.0
38,4071254,148.0
39,7201325,151.0
40,2687169,154.0
41,2982575,157.0
42,5992335,160.0
43,6357674,163.0
44,2617563,164.0
45,4176328,170.0
46,4781167,187.0
47,9991232,188.0
48,7852267,193.0
49,6511672,194.0
50,8179125,199.0
51,2536063,205.0
52,2989279,206.0
53,7974408,208.0
54,2155338,211.0
55,3064856,214.0
56,3333428,224.0
57,4319633,226.0
58,6176400,229.0
59,9030372,232.0
60,5716938,235.0
61,11317218,236.0
62,8372675,242.0
63,5890407,244.0
64,5566837,248.0
65,2069723,250.0
66,11855007,253.0
67,2661732,259.0
68,11961319,260.0
69,10444196,262.0
70,1924144,265.0
71,3637394,266.0
72,9776981,278.0
73,2243530,280.0
74,4947213,283.0
75,3575556,295.0
76,3511558,301.0
77,3839254,304.0
78,5449788,310.0
79,1861883,316.0
80,2029217,319.0
81,1885040,320.0
82,9295370,325.0
83,11207228,328.0
84,4602478,331.0
85,2003801,332.0
86,5636304,340.0
87,9072566,343.0
88,8298933,344.0
89,1751816,346.0
90,11321819,350.0
91,7612910,352.0
92,9708675,355.0
93,4759266,356.0
94,10539920,358.0
95,9099661,361.0
96,6308143,367.0
97,3057538,374.0
98,4363617,376.0
99,4505470,382.0
100,1797893,385.0
101,2132016,397.0
102,4212329,398.0
103,3099245,403.0
104,1770080,410.0
105,3030675,412.0
106,2500807,415.0
107,11041074,418.0
108,5201644,421.0
109,1991927,424.0
110,5264305,427.0
111,6410902,430.0
112,3603164,446.0
113,7294795,448.0
114,3905800,452.0
115,10522151,454.0
116,9594344,457.0
117,6314704,458.0
118,9463764,463.0
119,7764965,472.0
120,7716306,475.0
121,1772797,476.0
122,3711990,481.0
123,5254561,484.0
124,4726612,502.0
125,4654254,505.0
126,4691371,508.0
127,9517261,512.0
128,4796411,514.0
129,1810554,520.0
130,2906309,524.0
131,2302038,526.0
132,5660484,532.0
133,2930816,535.0
134,1854532,536.0
135,6638339,547.0
136,4442906,548.0
137,10478086,554.0
138,8938205,559.0
139,3442446,560.0
140,4856469,562.0
141,5107042,566.0
142,2415008,568.0
143,12128358,574.0
144,1706598,578.0
145,7225683,580.0
146,3119603,584.0
147,3893801,589.0
148,10200096,592.0
149,5126403,595.0
150,2993994,598.0
151,3357440,601.0
152,4827629,602.0
153,10275457,608.0
154,10661806,614.0
155,5357071,616.0
156,5981635,619.0
157,7074566,625.0
158,11788598,634.0
159,2889563,637.0
160,2368405,638.0
161,7880285,644.0
162,2156272,650.0
163,2537208,652.0
164,4889588,655.0
165,3785638,658.0
166,2224787,661.0
167,9821893,668.0
168,5904585,673.0
169,8887222,682.0
170,2118357,685.0
171,8824610,686.0
172,6780803,691.0
173,11076518,692.0
174,3950488,700.0
175,8747741,704.0
176,3233599,706.0
177,8208404,709.0
178,9219835,710.0
179,6694237,712.0
180,4302355,715.0
181,11690235,718.0
182,3301586,722.0
183,3486516,724.0
184,2112615,728.0
185,9197081,734.0
186,6536851,740.0
187,11256731,745.0
188,12004487,746.0
189,3657044,748.0
190,2572620,763.0
191,7141480,764.0
192,11397548,766.0
193,3474452,769.0
194,4712035,770.0
195,3219018,775.0
196,2608437,781.0
197,8970267,784.0
198,6463246,787.0
199,5057082,788.0
200,3990266,790.0
201,2957735,793.0
202,9903242,796.0
203,1900188,799.0
204,4980806,800.0
205,7150449,802.0
206,8113275,805.0
207,3138375,808.0
208,2753920,814.0
209,8519630,820.0
210,3287006,823.0
211,5853586,824.0
212,6592026,830.0
213,4171375,832.0
214,3515770,838.0
215,5801972,841.0
216,10780782,842.0
217,11899090,847.0
218,3461668,848.0
219,5944413,850.0
220,3987080,854.0
221,5769483,856.0
222,9612823,859.0
223,2286894,862.0
224,3385565,865.0
225,10818720,868.0
226,5492246,871.0
227,3068624,872.0
228,2124184,874.0
229,9262286,880.0
230,11806287,883.0
231,3862227,898.0
232,5023723,901.0
233,2016721,904.0
234,2839510,907.0
235,1816245,914.0
236,11630090,916.0
237,6839098,919.0
238,1993039,922.0
239,7524155,925.0
240,11581332,926.0
241,10319797,928.0
242,3414643,932.0
243,2794791,934.0
244,3094854,938.0
245,9753860,940.0
246,5365395,946.0
247,7255073,949.0
248,1861814,955.0
249,6117184,956.0
250,10411656,958.0
251,6560444,968.0
252,3861886,973.0
253,1843244,976.0
254,4596570,979.0
255,2254306,982.0
256,3588828,985.0
257,6476139,988.0
258,7835364,998.0
259,1170106285,1002.0
260,32193370,
