,sum,store
0,600423134.46,1.0
1,127214996.53,2.0
2,241542558.34,8.0
3,334115232.32,13.0
4,337666096.35,14.0
5,94512374.35,20.0
6,296177026.16,22.0
7,286822734.51,25.0
8,190676349.82,26.0
9,145408244.69,28.0
10,327979611.22,34.0
11,133535902.95,38.0
12,308093307.29,44.0
13,142341775.73,46.0
14,377121941.1,50.0
15,631021157.96,56.0
16,89805033.37,58.0
17,394589321.13,61.0
18,117571229.72,64.0
19,267599338.18,74.0
20,598451463.58,76.0
21,201767848.5,80.0
22,228097835.07,82.0
23,149176358.45,85.0
24,588368135.08,86.0
25,330290618.69,88.0
26,342446960.2,91.0
27,146946575.5,92.0
28,220234853.84,94.0
29,174697933.38,97.0
30,153499294.1,104.0
31,437680341.66,118.0
32,427892758.92,122.0
33,410967910.88,128.0
34,381749396.84,134.0
35,204648803.99,136.0
36,171366724.6,139.0
37,415369235.67,146.0
38,219010700.22,148.0
39,387180844.51,151.0
40,144512527.92,154.0
41,160475282.58,157.0
42,322199668.62,160.0
43,341972879.54,163.0
44,140901546.84,164.0
45,224599675.63,170.0
46,257330740.78,187.0
47,537069814.54,188.0
48,422051796.38,193.0
49,350257904.37,194.0
50,439728459.94,199.0
51,136384144.89,205.0
52,160804603.51,206.0
53,428492454.16,208.0
54,115866339.78,211.0
55,164751913.59,214.0
56,179329670.85,224.0
57,232122393.94,226.0
58,332109664.71,229.0
59,485272286.34,232.0
60,307519978.59,235.0
61,608822204.27,236.0
62,450221506.75,242.0
63,316601119.52,244.0
64,299231900.25,248.0
65,111340587.99,250.0
66,637396653.74,253.0
67,143220846.58,259.0
68,643017353.88,260.0
69,561642401.58,262.0
70,103464784.58,265.0
71,195299511.79,266.0
72,525541025.23,278.0
73,120682600.71,280.0
74,266060606.2,283.0
75,192188223.87,295.0
76,188751442.38,301.0
77,206441843.71,304.0
78,293201343.86,310.0
79,100086776.92,316.0
80,109157560.41,319.0
81,101460842.18,320.0
82,500180377.99,325.0
83,602643743.73,328.0
84,247440391.84,331.0
85,107757752.88,332.0
86,303169819.9,340.0
87,487944371.01,343.0
88,446598050.66,344.0
89,94113597.96,346.0
90,608874137.72,350.0
91,409476868.91,352.0
92,522435829.07,355.0
93,255867485.87,356.0
94,566560815.22,358.0
95,489462727.79,361.0
96,338959400.68,367.0
97,164393881.22,374.0
98,234564416.1,376.0
99,242333061.12,382.0
100,96703797.39,385.0
101,114715414.45,397.0
102,226520152.2,398.0
103,166744947.24,403.0
104,95212953.01,410.0
105,163028495.56,412.0
106,134420775.72,415.0
107,593832015.31,418.0
108,279705319.26,421.0
109,107115306.88,424.0
110,282995230.76,427.0
111,344630536.27,430.0
112,193788615.18,446.0
113,392393719.35,448.0
114,209853314.12,452.0
115,565901553.42,454.0
116,515725668.74,457.0
117,339683993.96,458.0
118,509175572.61,463.0
119,417316844.51,472.0
120,415101106.83,475.0
121,95319474.26,476.0
122,199766074.15,481.0
123,282394156.53,484.0
124,254271916.37,502.0
125,250285415.55,505.0
126,252417267.82,508.0
127,511688643.65,512.0
128,257864060.64,514.0
129,97285307.06,520.0
130,156366790.16,524.0
131,123574694.28,526.0
132,304372679.67,532.0
133,157635036.07,535.0
134,99710781.79,536.0
135,356960893.78,547.0
136,238810281.6,548.0
137,563544573.23,554.0
138,480362563.03,559.0
139,184941963.3,560.0
140,261079323.1,562.0
141,274694709.7,566.0
142,129915626.59,568.0
143,652219720.25,574.0
144,91765489.29,578.0
145,388467362.27,580.0
146,167776180.76,584.0
