,avg,store
0,53.7728373614263,148.0
1,53.862483025279374,898.0
2,53.67874651693237,790.0
3,53.81345166157985,625.0
4,53.978289959064234,938.0
5,53.77044985614297,
6,53.73928360420696,652.0
7,53.75836324499352,781.0
8,53.79644011483501,350.0
9,53.94462506968965,874.0
10,53.76356109722212,554.0
11,53.91859507540935,278.0
12,53.77408786208743,424.0
13,53.68714575087621,946.0
14,53.900405850653534,734.0
15,53.80751211072664,92.0
16,53.882426657498854,770.0
17,53.745418763927965,236.0
18,53.86798149711602,919.0
19,53.96861448194872,22.0
20,53.90001382855083,998.0
21,53.71403913224385,949.0
22,53.62629453579068,932.0
23,54.07096240249927,764.0
24,53.85144732559698,784.0
25,53.796151077083124,475.0
26,53.89207642476614,454.0
27,54.15395996208222,638.0
28,53.76244111076125,775.0
29,53.700084374178736,838.0
30,53.87693690230429,940.0
31,53.736808806610185,505.0
32,53.74491861870356,502.0
33,53.79225463132696,280.0
34,53.64015475272169,88.0
35,53.87986494618395,188.0
36,53.880536977370554,700.0
37,53.84412938048403,328.0
38,53.67151514463982,634.0
39,53.87726298077543,658.0
40,53.89108928270042,650.0
41,53.534283168820885,578.0
42,53.769645030667746,802.0
43,53.58938553497386,226.0
44,53.71506121898027,710.0
45,54.193760890214385,187.0
46,53.83157379140039,914.0
47,53.88933993365913,859.0
48,53.94638789724245,842.0
49,53.77085809172728,61.0
50,53.83998972132927,160.0
51,53.70973609689244,244.0
52,53.777982335555706,728.0
53,53.89456510783795,766.0
54,53.98930617070732,644.0
55,53.663700720047096,602.0
56,53.880268104517455,824.0
57,53.78440079551696,691.0
58,53.89917970471859,508.0
59,53.720662136684076,242.0
60,53.68301621289422,800.0
61,53.553935042498054,331.0
62,53.76830714135243,769.0
63,53.70271260772635,266.0
64,53.71203415347557,104.0
65,53.93824934117769,796.0
66,53.843410792964214,397.0
67,53.691706946186116,841.0
68,53.73934497800145,91.0
69,53.82848492346039,427.0
70,53.697958278701805,283.0
71,53.684843066684095,562.0
72,53.79602830684644,686.0
73,53.865756127965675,361.0
74,53.647190515009264,472.0
75,53.88013415262744,446.0
76,53.82104916377771,86.0
77,53.86140799280872,823.0
78,53.7589642393579,343.0
79,53.67577504144467,50.0
80,53.8305009010854,253.0
81,53.88055283201237,14.0
82,53.864695403150584,692.0
83,53.69756079245533,661.0
84,53.681102390986496,340.0
85,53.77040638740558,512.0
86,53.67950080276519,356.0
87,53.964396314046944,13.0
88,53.50091645972573,722.0
89,53.943060465310325,724.0
90,53.940976728312926,458.0
91,53.815090798091944,2.0
92,53.91872576242748,199.0
93,53.9012284187624,128.0
94,53.723981423822764,344.0
95,53.746574282418784,595.0
96,53.82706545959202,745.0
97,53.816441416850616,872.0
98,54.06848273576961,410.0
99,53.783611245957715,740.0
100,53.84798674660776,637.0
101,53.9014110712468,355.0
102,53.59580584745047,808.0
103,53.77796298821789,856.0
104,54.02056918668966,301.0
105,53.9821372473901,38.0
106,53.817330047918325,193.0
107,53.99329467160938,164.0
108,53.92939701118194,548.0
109,53.79831202413446,922.0
110,53.80356892109744,787.0
111,54.15832752903142,250.0
112,53.86337685692579,619.0
