,sum,store
0,600242022.6,1.0
1,127165323.93,2.0
2,241454268.43,8.0
3,334015729.96,13.0
4,337583830.04,14.0
5,94490342.36,20.0
6,296071270.92,22.0
7,286766312.24,25.0
8,190629676.37,26.0
9,145370011.13,28.0
10,327913880.28,34.0
11,133501826.72,38.0
12,307998974.56,44.0
13,142295558.58,46.0
14,377079644.81,50.0
15,630844172.27,56.0
16,89777899.23,58.0
17,394559036.25,61.0
18,117554498.02,64.0
19,267514662.08,74.0
20,598277883.4,76.0
21,201737212.25,80.0
22,228009954.59,82.0
23,149164775.18,85.0
24,588167666.55,86.0
25,330226417.44,88.0
26,342349727.11,91.0
27,146924894.52,92.0
28,220205018.41,94.0
29,174665627.3,97.0
30,153429108.32,104.0
31,437545692.21,118.0
32,427783913.86,122.0
33,410911642.9,128.0
34,381636039.75,134.0
35,204607665.1,136.0
36,171312963.82,139.0
37,415255447.81,146.0
38,218983958.46,148.0
39,387035561.92,151.0
40,144467099.94,154.0
41,160423974.87,157.0
42,322150578.43,160.0
43,341877667.87,163.0
44,140887189.95,164.0
45,224590670.71,170.0
46,257304996.66,187.0
47,536913641.23,188.0
48,421898217.1,193.0
49,350175861.98,194.0
50,439599079.01,199.0
51,136349524.89,205.0
52,160712561.64,206.0
53,428337193.5,208.0
54,115840156.85,211.0
55,164725404.85,214.0
56,179254521.66,224.0
57,232074699.53,226.0
58,332004186.35,229.0
59,485164190.04,232.0
60,307430879.04,235.0
61,608648039.1,236.0
62,450114724.71,242.0
63,316545009.89,244.0
64,299128341.05,248.0
65,111306386.64,250.0
66,637246871.94,253.0
67,143200089.31,259.0
68,642834773.19,260.0
69,561488444.56,262.0
70,103443526.27,265.0
71,195252261.48,266.0
72,525378710.6,278.0
73,120652056.7,280.0
74,266004003.7,283.0
75,192168078.44,295.0
76,188679878.73,301.0
77,206399358.91,304.0
78,293055909.31,310.0
79,100035015.87,316.0
80,109134452.94,319.0
81,101417411.59,320.0
82,500084338.0,325.0
83,602565754.14,328.0
84,247363551.85,331.0
85,107708626.62,332.0
86,303080421.31,340.0
87,487865454.44,343.0
88,446504012.79,344.0
89,94092453.47,346.0
90,608731238.61,350.0
91,409381973.85,352.0
92,522346969.33,355.0
93,255832546.74,356.0
94,566399301.45,358.0
95,489277480.61,361.0
96,338882693.25,367.0
97,164334525.61,374.0
98,234487838.16,376.0
99,242248207.81,382.0
100,96671701.79,385.0
101,114678034.69,397.0
102,226469156.02,398.0
103,166706776.99,403.0
104,95178271.46,410.0
105,162974445.96,412.0
106,134395175.76,415.0
107,593693057.92,418.0
108,279613335.73,421.0
109,107099528.38,424.0
110,282920035.15,427.0
111,344589180.78,430.0
112,193705985.94,446.0
113,392259717.81,448.0
114,209784214.88,452.0
115,565699734.12,454.0
116,515629536.16,457.0
117,339553829.4,458.0
118,509074574.37,463.0
119,417219289.83,472.0
120,415015534.06,475.0
121,95299870.59,476.0
122,199697082.38,481.0
123,282373653.37,484.0
124,254170324.1,502.0
125,250207623.42,505.0
126,252355440.17,508.0
127,511576015.28,512.0
128,257791305.58,514.0
129,97265464.02,520.0
130,156333024.54,524.0
131,123534269.04,526.0
132,304333151.96,532.0
133,157598025.82,535.0
134,99664939.5,536.0
135,356879760.97,547.0
136,238715447.32,548.0
137,563402501.81,554.0
138,480278490.81,559.0
139,184895843.76,560.0
140,261038529.59,562.0
141,274576364.26,566.0
142,129865793.92,568.0
143,652064131.75,574.0
144,91744247.62,578.0
145,388378564.42,580.0
146,167716717.21,584.0
147,209304484.8,589.0
148,548060653.05,592.0
149,275659593.05,595.0
150,160957669.35,598.0
151,180275871.59,601.0
152,259624570.62,602.0
153,552516822.06,608.0
154,573083123.65,614.0
155,287800377.52,616.0
156,321588801.3,619.0
157,380541594.39,625.0
158,633334008.1,634.0
159,155352829.97,637.0
160,127289919.29,638.0
161,423635534.49,644.0
162,115930482.26,650.0
163,136259776.61,652.0
164,262753996.07,655.0
165,203563407.79,658.0
166,119603872.99,661.0
167,528098877.8,668.0
168,317354420.66,673.0
169,477993284.56,682.0
170,113882420.07,685.0
171,474161866.84,686.0
172,364551331.08,691.0
173,595309862.87,692.0
174,212536481.62,700.0
175,470268326.86,704.0
176,173782603.45,706.0
177,441095684.71,709.0
178,495547827.27,710.0
179,359749374.19,712.0
180,231199527.82,715.0
181,628276013.29,718.0
182,177362930.4,722.0
183,187428158.0,724.0
184,113665644.1,728.0
185,494271856.04,734.0
186,351349180.85,740.0
187,605244122.47,745.0
188,645379560.86,746.0
189,196646493.77,748.0
190,138217751.14,763.0
191,384196086.42,764.0
192,612317353.73,766.0
193,186701329.4,769.0
194,253268366.95,770.0
195,173010410.01,775.0
196,140442287.04,781.0
197,482232394.49,784.0
198,347426057.93,787.0
199,271820364.28,788.0
200,214461758.17,790.0
201,159023382.94,793.0
202,532450878.17,796.0
203,102312629.78,799.0
204,267688454.79,800.0
205,384368940.38,802.0
206,436099515.35,805.0
207,168723466.63,808.0
208,148022315.98,814.0
209,458004206.91,820.0
210,176756484.59,823.0
211,314845206.06,824.0
212,354247000.98,830.0
213,224030544.3,832.0
214,188922231.19,838.0
215,311914743.54,841.0
216,579409677.43,842.0
217,639551818.36,847.0
218,185949570.36,848.0
219,319532030.88,850.0
220,214517220.76,854.0
221,310310827.53,856.0
222,517016457.07,859.0
223,122871417.43,862.0
224,182017862.99,865.0
225,581539377.73,868.0
226,295353481.99,871.0
227,164875619.01,872.0
228,114279715.71,874.0
229,497721445.52,880.0
230,634616407.25,883.0
231,207594209.33,898.0
232,269843542.17,901.0
233,108405002.33,904.0
234,152576482.91,907.0
235,97673107.4,914.0
236,625170700.79,916.0
237,367696583.53,919.0
238,107220122.34,922.0
239,404206777.78,925.0
240,622352014.2,926.0
241,554777903.58,928.0
242,183521937.18,932.0
243,150408828.04,934.0
244,166490049.99,938.0
245,524768378.67,940.0
246,288465727.7,946.0
247,390017373.96,949.0
248,100077104.95,955.0
249,328799286.02,956.0
250,559659112.44,958.0
251,352636138.44,968.0
252,207592873.95,973.0
253,99086442.49,976.0
254,247056350.8,979.0
255,121188073.96,982.0
256,192987805.68,985.0
257,348129657.78,988.0
258,421296626.49,998.0
259,62906136962.12,1002.0
260,1730590711.13,
