,count,store
0,11173633,1.0
1,2367897,2.0
2,4493012,8.0
3,6216097,13.0
4,6281036,14.0
5,1756917,20.0
6,5510798,22.0
7,5336813,25.0
8,3550051,26.0
9,2706832,28.0
10,6101614,34.0
11,2486491,38.0
12,5736373,44.0
13,2647064,46.0
14,7018170,50.0
15,11740808,56.0
16,1675143,58.0
17,7340205,61.0
18,2188949,64.0
19,4977186,74.0
20,11137407,76.0
21,3752920,80.0
22,4244657,82.0
23,2776281,85.0
24,10947297,86.0
25,6145250,88.0
26,6374758,91.0
27,2734953,92.0
28,4096377,94.0
29,3252041,97.0
30,2858647,104.0
31,8149358,118.0
32,7963838,122.0
33,7646360,128.0
34,7107795,134.0
35,3807380,136.0
36,3188083,139.0
37,7732121,146.0
38,4073739,148.0
39,7206227,151.0
40,2689167,154.0
41,2984107,157.0
42,5995427,160.0
43,6362396,163.0
44,2619385,164.0
45,4178877,170.0
46,4783627,187.0
47,9997412,188.0
48,7858168,193.0
49,6515462,194.0
50,8183598,199.0
51,2538084,205.0
52,2991068,206.0
53,7978957,208.0
54,2156297,211.0
55,3066246,214.0
56,3335407,224.0
57,4321960,226.0
58,6179523,229.0
59,9034603,232.0
60,5720182,235.0
61,11323664,236.0
62,8377914,242.0
63,5893564,244.0
64,5570557,248.0
65,2070751,250.0
66,11862633,253.0
67,2663787,259.0
68,11968902,260.0
69,10450743,262.0
70,1925398,265.0
71,3639874,266.0
72,9782961,278.0
73,2245017,280.0
74,4950667,283.0
75,3577257,295.0
76,3514100,301.0
77,3841497,304.0
78,5453802,310.0
79,1862971,316.0
80,2030635,319.0
81,1886351,320.0
82,9300426,325.0
83,11212998,328.0
84,4605798,331.0
85,2005191,332.0
86,5639414,340.0
87,9077263,343.0
88,8304320,344.0
89,1752965,346.0
90,11328421,350.0
91,7616773,352.0
92,9716480,355.0
93,4761807,356.0
94,10546044,358.0
95,9105414,361.0
96,6311435,367.0
97,3059884,374.0
98,4366124,376.0
99,4508141,382.0
100,1798901,385.0
101,2133564,397.0
102,4215564,398.0
103,3100985,403.0
104,1771572,410.0
105,3032704,412.0
106,2502785,415.0
107,11048091,418.0
108,5204756,421.0
109,1993137,424.0
110,5267210,427.0
111,6415322,430.0
112,3605430,446.0
113,7298628,448.0
114,3909345,452.0
115,10528151,454.0
116,9600719,457.0
117,6317503,458.0
118,9469704,463.0
119,7770015,472.0
120,7721883,475.0
121,1773742,476.0
122,3714300,481.0
123,5257390,484.0
124,4730289,502.0
125,4657184,505.0
126,4694813,508.0
127,9522884,512.0
128,4799499,514.0
129,1811344,520.0
130,2907818,524.0
131,2303612,526.0
132,5664169,532.0
133,2932553,535.0
134,1855985,536.0
135,6642764,547.0
136,4446028,548.0
137,10484273,554.0
138,8943312,559.0
139,3444415,560.0
140,4859360,562.0
141,5111289,566.0
142,2416650,568.0
143,12135824,574.0
144,1707420,578.0
145,7229258,580.0
146,3121364,584.0
147,3895787,589.0
148,10206514,592.0
149,5129407,595.0
150,2996236,598.0
151,3359268,601.0
152,4829876,602.0
153,10281399,608.0
154,10667937,614.0
155,5360542,616.0
156,5985271,619.0
157,7079278,625.0
158,11797756,634.0
159,2891569,637.0
160,2370127,638.0
161,7884547,644.0
162,2157852,650.0
163,2539260,652.0
164,4891702,655.0
165,3787716,658.0
166,2226276,661.0
167,9828081,668.0
168,5908538,673.0
169,8892736,682.0
170,2119408,685.0
171,8830787,686.0
172,6785007,691.0
173,11083095,692.0
174,3953300,700.0
175,8753093,704.0
176,3236076,706.0
177,8213087,709.0
178,9224882,710.0
179,6698055,712.0
180,4305667,715.0
181,11698013,718.0
182,3304029,722.0
183,3488986,724.0
184,2113590,728.0
185,9202931,734.0
186,6540750,740.0
187,11264844,745.0
188,12011491,746.0
189,3659635,748.0
190,2574265,763.0
191,7145607,764.0
192,11403500,766.0
193,3476323,769.0
194,4715149,770.0
195,3221438,775.0
196,2609539,781.0
197,8975526,784.0
198,6467502,787.0
199,5060693,788.0
200,3992831,790.0
201,2959319,793.0
202,9909563,796.0
203,1901083,799.0
204,4984556,800.0
205,7154524,802.0
206,8118858,805.0
207,3140156,808.0
208,2755645,814.0
209,8523673,820.0
210,3288687,823.0
211,5856926,824.0
212,6596013,830.0
213,4173591,832.0
214,3517819,838.0
215,5805183,841.0
216,10786965,842.0
217,11906294,847.0
218,3463568,848.0
219,5947830,850.0
220,3990033,854.0
221,5773020,856.0
222,9619170,859.0
223,2288421,862.0
224,3387414,865.0
225,10824526,868.0
226,5495696,871.0
227,3070168,872.0
228,2125479,874.0
229,9268314,880.0
230,11814881,883.0
231,3864476,898.0
232,5027172,901.0
233,2018281,904.0
234,2840922,907.0
235,1817541,914.0
236,11637350,916.0
237,6843213,919.0
238,1993944,922.0
239,7528074,925.0
240,11588495,926.0
241,10326424,928.0
242,3416738,932.0
243,2796670,934.0
244,3096626,938.0
245,9759759,940.0
246,5368970,946.0
247,7258301,949.0
248,1862916,955.0
249,6121312,956.0
250,10417246,958.0
251,6563978,968.0
252,3863876,973.0
253,1844336,976.0
254,4599589,979.0
255,2255500,982.0
256,3591137,985.0
257,6480237,988.0
258,7840423,998.0
259,1170818598,1002.0
260,32213084,
