,count,store
0,11165131,1.0
1,2365947,2.0
2,4489252,8.0
3,6211523,13.0
4,6276291,14.0
5,1755373,20.0
6,5506046,22.0
7,5333309,25.0
8,3546640,26.0
9,2705065,28.0
10,6095728,34.0
11,2485190,38.0
12,5731617,44.0
13,2645730,46.0
14,7013022,50.0
15,11731479,56.0
16,1674352,58.0
17,7335894,61.0
18,2187247,64.0
19,4972984,74.0
20,11127735,76.0
21,3749791,80.0
22,4241344,82.0
23,2774645,85.0
24,10941002,86.0
25,6139746,88.0
26,6370913,91.0
27,2732414,92.0
28,4093336,94.0
29,3249566,97.0
30,2856398,104.0
31,8144511,118.0
32,7958513,122.0
33,7641346,128.0
34,7102369,134.0
35,3804896,136.0
36,3185175,139.0
37,7726393,146.0
38,4070982,148.0
39,7200450,151.0
40,2686893,154.0
41,2982265,157.0
42,5991228,160.0
43,6356730,163.0
44,2617215,164.0
45,4176178,170.0
46,4780445,187.0
47,9990087,188.0
48,7851933,193.0
49,6511281,194.0
50,8178397,199.0
51,2535448,205.0
52,2988636,206.0
53,7972826,208.0
54,2154839,211.0
55,3064694,214.0
56,3333034,224.0
57,4318800,226.0
58,6175576,229.0
59,9028061,232.0
60,5716621,235.0
61,11315503,236.0
62,8371922,242.0
63,5889499,244.0
64,5566264,248.0
65,2069369,250.0
66,11853432,253.0
67,2661505,259.0
68,11959441,260.0
69,10443292,262.0
70,1923949,265.0
71,3636814,266.0
72,9775424,278.0
73,2243209,280.0
74,4946748,283.0
75,3574978,295.0
76,3511489,301.0
77,3838911,304.0
78,5449404,310.0
79,1861741,316.0
80,2028997,319.0
81,1884891,320.0
82,9293893,325.0
83,11206728,328.0
84,4602187,331.0
85,2003586,332.0
86,5635561,340.0
87,9070870,343.0
88,8298077,344.0
89,1751808,346.0
90,11320950,350.0
91,7611459,352.0
92,9707687,355.0
93,4758118,356.0
94,10538253,358.0
95,9098458,361.0
96,6307377,367.0
97,3057090,374.0
98,4363133,376.0
99,4504571,382.0
100,1797546,385.0
101,2131574,397.0
102,4211670,398.0
103,3098638,403.0
104,1769953,410.0
105,3030328,412.0
106,2500620,415.0
107,11038896,418.0
108,5200983,421.0
109,1991920,424.0
110,5263478,427.0
111,6410398,430.0
112,3603189,446.0
113,7293159,448.0
114,3905574,452.0
115,10520897,454.0
116,9593492,457.0
117,6314493,458.0
118,9462786,463.0
119,7764431,472.0
120,7715504,475.0
121,1772633,476.0
122,3711581,481.0
123,5253889,484.0
124,4726286,502.0
125,4653835,505.0
126,4690986,508.0
127,9515993,512.0
128,4796016,514.0
129,1810216,520.0
130,2905986,524.0
131,2301528,526.0
132,5659687,532.0
133,2930640,535.0
134,1854360,536.0
135,6638045,547.0
136,4442057,548.0
137,10476135,554.0
138,8938022,559.0
139,3442037,560.0
140,4855562,562.0
141,5106457,566.0
142,2414605,568.0
143,12127231,574.0
144,1706465,578.0
145,7223367,580.0
146,3119412,584.0
147,3893358,589.0
148,10198459,592.0
149,5125618,595.0
150,2993563,598.0
151,3356760,601.0
152,4826486,602.0
153,10274058,608.0
154,10659593,614.0
155,5356643,616.0
156,5980713,619.0
157,7073610,625.0
158,11786457,634.0
159,2888954,637.0
160,2368326,638.0
161,7879105,644.0
162,2155942,650.0
163,2537207,652.0
164,4889196,655.0
165,3784687,658.0
166,2224284,661.0
167,9820764,668.0
168,5903936,673.0
169,8885998,682.0
170,2118133,685.0
171,8823762,686.0
172,6780155,691.0
173,11074973,692.0
174,3950110,700.0
175,8746590,704.0
176,3233040,706.0
177,8207004,709.0
178,9219060,710.0
179,6693464,712.0
180,4301750,715.0
181,11688859,718.0
182,3301209,722.0
183,3486145,724.0
184,2112106,728.0
185,9195583,734.0
186,6536046,740.0
187,11255617,745.0
188,12003176,746.0
189,3656626,748.0
190,2572343,763.0
191,7140448,764.0
192,11395649,766.0
193,3473981,769.0
194,4711488,770.0
195,3218304,775.0
196,2608250,781.0
197,8969124,784.0
198,6462563,787.0
199,5056521,788.0
200,3989495,790.0
201,2957415,793.0
202,9901535,796.0
203,1900283,799.0
204,4979989,800.0
205,7149772,802.0
206,8112516,805.0
207,3138171,808.0
208,2753608,814.0
209,8518159,820.0
210,3286713,823.0
211,5852931,824.0
212,6590652,830.0
213,4170779,832.0
214,3515207,838.0
215,5801501,841.0
216,10780093,842.0
217,11897400,847.0
218,3461285,848.0
219,5943661,850.0
220,3986807,854.0
221,5768569,856.0
222,9611253,859.0
223,2286421,862.0
224,3385133,865.0
225,10817645,868.0
226,5491379,871.0
227,3068275,872.0
228,2124036,874.0
229,9261001,880.0
230,11805234,883.0
231,3861518,898.0
232,5023320,901.0
233,2016768,904.0
234,2838989,907.0
235,1816129,914.0
236,11628785,916.0
237,6838302,919.0
238,1992827,922.0
239,7523184,925.0
240,11579954,926.0
241,10318330,928.0
242,3413681,932.0
243,2794692,934.0
244,3094892,938.0
245,9752816,940.0
246,5365407,946.0
247,7254654,949.0
248,1861493,955.0
249,6116778,956.0
250,10410637,958.0
251,6559180,968.0
252,3860991,973.0
253,1843285,976.0
254,4596229,979.0
255,2254211,982.0
256,3588357,985.0
257,6475440,988.0
258,7834613,998.0
259,1169950059,1002.0
260,32189108,
