,avg,store
0,53.80795464107332,1.0
1,53.777515208642946,2.0
2,53.83528727276936,8.0
3,53.818964511010684,13.0
4,53.81110491485799,14.0
5,53.85011836643393,20.0
6,53.82750860401706,22.0
7,53.80516944850794,25.0
8,53.79514936545982,26.0
9,53.78041964185439,28.0
10,53.82961400868688,34.0
11,53.76424980826393,38.0
12,53.79132809878298,44.0
13,53.834315029783944,46.0
14,53.79663097645113,50.0
15,53.82086390221184,56.0
16,53.68069171408053,58.0
17,53.80961846160972,61.0
18,53.77732219891829,64.0
19,53.8500953791962,74.0
20,53.80754304480388,76.0
21,53.83598151039724,80.0
22,53.80776543546393,82.0
23,53.79575662550008,85.0
24,53.81073186467856,86.0
25,53.81947400838045,88.0
26,53.78753278163657,91.0
27,53.79789768599314,92.0
28,53.8301353195763,94.0
29,53.790947906253336,97.0
30,53.76763022856617,104.0
31,53.77152167692228,118.0
32,53.79609822550383,122.0
33,53.815940629266734,128.0
34,53.7790414551911,134.0
35,53.812541001948844,136.0
36,53.83280893251524,139.0
37,53.7934879692131,146.0
38,53.825019094252234,148.0
39,53.804054461509466,151.0
40,53.82606530944341,154.0
41,53.83548485024163,157.0
42,53.80627115466505,160.0
43,53.82551009085257,163.0
44,53.86589814402999,164.0
45,53.80908836991374,170.0
46,53.86509491020098,187.0
47,53.78999428452084,188.0
48,53.776959373991495,193.0
49,53.821071093653835,194.0
50,53.7993166282117,199.0
51,53.82816877613192,205.0
52,53.83028190265149,206.0
53,53.77464233232489,208.0
54,53.81130137916994,211.0
55,53.778567355652484,214.0
56,53.83964827081073,224.0
57,53.7680656877898,226.0
58,53.80625357491185,229.0
59,53.786843171747556,232.0
60,53.824719596334525,235.0
61,53.82761362753257,236.0
62,53.79452002849396,242.0
63,53.80249780947488,244.0
64,53.787680327119894,248.0
65,53.85033800297573,250.0
66,53.804555920258174,253.0
67,53.85814656352028,259.0
68,53.80089565107977,260.0
69,53.81227741032384,262.0
70,53.812515225423525,265.0
71,53.73683692622327,266.0
72,53.79166929521645,278.0
73,53.8224636472686,280.0
74,53.806790341584275,283.0
75,53.797368413843344,295.0
76,53.778463171224494,301.0
77,53.7999241311395,304.0
78,53.82662492881113,310.0
79,53.77067599012545,316.0
80,53.824463584051294,319.0
81,53.85124837848311,320.0
82,53.84139975523702,325.0
83,53.80863837129018,328.0
84,53.79993688607273,331.0
85,53.82319926131725,332.0
86,53.83412304363539,340.0
87,53.81605670343583,343.0
88,53.838642968960734,344.0
89,53.76078739164787,346.0
90,53.80857143197627,350.0
91,53.82504872076403,352.0
92,53.836144591456986,355.0
93,53.81177289629756,356.0
94,53.79668521106113,358.0
95,53.8248579724107,361.0
96,53.78111185332654,367.0
97,53.79454385198916,374.0
98,53.7850732823896,376.0
99,53.814580455668974,382.0
100,53.81959303485851,385.0
101,53.84857223406469,397.0
102,53.81083939183464,398.0
103,53.842844157582185,403.0
104,53.80733997827918,410.0
105,53.81860665927172,412.0
106,53.81599645994362,415.0
107,53.82175838160638,418.0
108,53.80897731228899,421.0
109,53.79711704213007,424.0
110,53.79834221722696,427.0
111,53.795956435234274,430.0
112,53.81078037571108,446.0
113,53.83073671380429,448.0
114,53.77267428175308,452.0
115,53.816057811100926,454.0
116,53.79556565503063,457.0
