,count,store
0,11157036,1.0
1,2364728,2.0
2,4486138,8.0
3,6207286,13.0
4,6273676,14.0
5,1754879,20.0
6,5500999,22.0
7,5330386,25.0
8,3543787,26.0
9,2703714,28.0
10,6091911,34.0
11,2483872,38.0
12,5727318,44.0
13,2643479,46.0
14,7010035,50.0
15,11722436,56.0
16,1673072,58.0
17,7332779,61.0
18,2186257,64.0
19,4969067,74.0
20,11119826,76.0
21,3747278,80.0
22,4238636,82.0
23,2772693,85.0
24,10931912,86.0
25,6135950,88.0
26,6365390,91.0
27,2731180,92.0
28,4090540,94.0
29,3247760,97.0
30,2854467,104.0
31,8137951,118.0
32,7953391,122.0
33,7636083,128.0
34,7097782,134.0
35,3803029,136.0
36,3183116,139.0
37,7720688,146.0
38,4068827,148.0
39,7195391,151.0
40,2684342,154.0
41,2980378,157.0
42,5987908,160.0
43,6352084,163.0
44,2615440,164.0
45,4174135,170.0
46,4776687,187.0
47,9983460,188.0
48,7847069,193.0
49,6507862,194.0
50,8172241,199.0
51,2533574,205.0
52,2986693,206.0
53,7967437,208.0
54,2152954,211.0
55,3063077,214.0
56,3330068,224.0
57,4316434,226.0
58,6171037,229.0
59,9021507,232.0
60,5712449,235.0
61,11308542,236.0
62,8367983,242.0
63,5884037,244.0
64,5562288,248.0
65,2067661,250.0
66,11844898,253.0
67,2659499,259.0
68,11950768,260.0
69,10435869,262.0
70,1922611,265.0
71,3633692,266.0
72,9768615,278.0
73,2242093,280.0
74,4943956,283.0
75,3572099,295.0
76,3509364,301.0
77,3836859,304.0
78,5445416,310.0
79,1860624,316.0
80,2027582,319.0
81,1883513,320.0
82,9289510,325.0
83,11199412,328.0
84,4599003,331.0
85,2001991,332.0
86,5631231,340.0
87,9066614,343.0
88,8293714,344.0
89,1750463,346.0
90,11314107,350.0
91,7606587,352.0
92,9703466,355.0
93,4754360,356.0
94,10530235,358.0
95,9091832,361.0
96,6302277,367.0
97,3055548,374.0
98,4360842,376.0
99,4502111,382.0
100,1796677,385.0
101,2130020,397.0
102,4208895,398.0
103,3096737,403.0
104,1769328,410.0
105,3028738,412.0
106,2497912,415.0
107,11031689,418.0
108,5197198,421.0
109,1990794,424.0
110,5259531,427.0
111,6406542,430.0
112,3600602,446.0
113,7288753,448.0
114,3902058,452.0
115,10513747,454.0
116,9585974,457.0
117,6311566,458.0
118,9457847,463.0
119,7758388,472.0
120,7711885,475.0
121,1771957,476.0
122,3708835,481.0
123,5250013,484.0
124,4722638,502.0
125,4650261,505.0
126,4688783,508.0
127,9510629,512.0
128,4792243,514.0
129,1808571,520.0
130,2903676,524.0
131,2300225,526.0
132,5655701,532.0
133,2928357,535.0
134,1852906,536.0
135,6633705,547.0
136,4439190,548.0
137,10469509,554.0
138,8932996,559.0
139,3440133,560.0
140,4852024,562.0
141,5103799,566.0
142,2413545,568.0
143,12121064,574.0
144,1705229,578.0
145,7218215,580.0
146,3117555,584.0
147,3891311,589.0
148,10190118,592.0
149,5123517,595.0
150,2991426,598.0
151,3354262,601.0
152,4824216,602.0
153,10266961,608.0
154,10652273,614.0
155,5351919,616.0
156,5976932,619.0
157,7068545,625.0
158,11777758,634.0
159,2886253,637.0
160,2366644,638.0
161,7874001,644.0
162,2154467,650.0
163,2535636,652.0
164,4885920,655.0
165,3782509,658.0
166,2223403,661.0
167,9815123,668.0
168,5900097,673.0
169,8881388,682.0
170,2117044,685.0
171,8817751,686.0
172,6777168,691.0
173,11068327,692.0
174,3947883,700.0
175,8740052,704.0
176,3230278,706.0
177,8201237,709.0
178,9213367,710.0
179,6689295,712.0
180,4299307,715.0
181,11681419,718.0
182,3298823,722.0
183,3484141,724.0
184,2111328,728.0
185,9189108,734.0
186,6531932,740.0
187,11248744,745.0
188,11996322,746.0
189,3655096,748.0
190,2571189,763.0
191,7137932,764.0
192,11387540,766.0
193,3472148,769.0
194,4708681,770.0
195,3216007,775.0
196,2607197,781.0
197,8963067,784.0
198,6458655,787.0
199,5053795,788.0
200,3986742,790.0
201,2955839,793.0
202,9894297,796.0
203,1899746,799.0
204,4977072,800.0
205,7144136,802.0
206,8106723,805.0
207,3136222,808.0
208,2751581,814.0
209,8510942,820.0
210,3284392,823.0
211,5848635,824.0
212,6587622,830.0
213,4167895,832.0
214,3513894,838.0
215,5797552,841.0
216,10772413,842.0
217,11888283,847.0
218,3458218,848.0
219,5940188,850.0
220,3984937,854.0
221,5766087,856.0
222,9606270,859.0
223,2284331,862.0
224,3383174,865.0
225,10812124,868.0
226,5487634,871.0
227,3066680,872.0
228,2123046,874.0
229,9255303,880.0
230,11796671,883.0
231,3859256,898.0
232,5018708,901.0
233,2014770,904.0
234,2836739,907.0
235,1815631,914.0
236,11622162,916.0
237,6834636,919.0
238,1991637,922.0
239,7517813,925.0
240,11572443,926.0
241,10313541,928.0
242,3411889,932.0
243,2793006,934.0
244,3093471,938.0
245,9748213,940.0
246,5361818,946.0
247,7250203,949.0
248,1860585,955.0
249,6112715,956.0
250,10404132,958.0
251,6554558,968.0
252,3858547,973.0
253,1842049,976.0
254,4593228,979.0
255,2252733,982.0
256,3586881,985.0
257,6472143,988.0
258,7829484,998.0
259,1169189892,1002.0
260,32168613,
